State,County of County_Animals,ANSI of County_Animals,Ag District,Ag District Code,Year of County_Animals,"CATTLE, COWS, BEEF - INVENTORY","CATTLE, COWS, MILK - INVENTORY","CATTLE, INCL CALVES - INVENTORY","CATTLE, ON FEED - INVENTORY",HOGS - INVENTORY,TURKEYS - INVENTORY
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2010,5100,400,12300,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2011,4800,400,12100,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2012,4900,400,11900,52,48,39
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2013,4800,300,10400,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2014,4400,300,9900,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2015,4400,400,10000,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2016,4400,300,11000,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2017,4400,300,10800,125,217,100
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2018,4200,100,8700,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2019,4300,100,8600,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2020,4200,100,8300,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2021,3900,100,7900,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2022,4100,100,8100,190,171,92
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2023,4100,100,8000,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2010,700,200,2200,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2011,700,200,2200,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2012,700,200,2200,273,170,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2013,700,200,1600,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2014,600,200,1500,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2015,600,200,1600,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2016,600,200,1700,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2017,400,200,1700,276,146,29
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2018,,,1000,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2019,,,1000,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2020,,,1000,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2021,,,900,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2022,,,1000,,231,118
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2023,,,1000,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2010,6600,7000,26500,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2011,6300,7000,26000,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2012,6300,6900,25500,2531,18705,483590
MINNESOTA,BECKER,27005,NORTHWEST,10,2013,7000,8000,32000,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2014,6400,7700,30500,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2015,6400,7300,29500,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2016,6400,7000,28500,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2017,6400,6600,27500,1969,,578604
MINNESOTA,BECKER,27005,NORTHWEST,10,2018,6100,6200,26500,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2019,6200,6200,26500,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2020,6100,6100,26000,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2021,5600,6200,24500,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2022,6000,6300,25000,2985,24991,357337
MINNESOTA,BECKER,27005,NORTHWEST,10,2023,6000,6200,25000,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2010,9500,1000,19900,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2011,9000,1000,19600,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2012,9100,1000,19200,,186,72
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2013,8700,500,16800,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2014,7900,500,16000,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2015,7900,500,16300,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2016,8900,500,17700,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2017,9300,500,17500,336,190,132
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2018,9700,,16500,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2019,9800,,16300,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2020,9700,,15900,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2021,8900,,15100,,,
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2022,9600,,15500,307,209,6
MINNESOTA,BELTRAMI,27007,NORTH CENTRAL,20,2023,9600,,15300,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2010,4600,12900,38000,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2011,4300,12900,37500,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2012,4400,12700,36500,4359,23865,22
MINNESOTA,BENTON,27009,CENTRAL,50,2013,4700,11200,35000,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2014,4300,11100,33500,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2015,4300,10900,34000,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2016,4300,10900,35000,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2017,4700,10800,34500,3395,25398,
MINNESOTA,BENTON,27009,CENTRAL,50,2018,4000,10300,33500,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2019,4000,10200,33000,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2020,4000,10100,32500,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2021,3700,10300,30500,,,
MINNESOTA,BENTON,27009,CENTRAL,50,2022,3900,10500,31500,4157,34685,
MINNESOTA,BENTON,27009,CENTRAL,50,2023,3900,10300,31000,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2010,1600,800,6000,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2011,1500,800,5900,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2012,1600,800,5800,937,41005,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2013,1700,400,4600,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2014,1600,400,4500,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2015,1600,400,6700,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2016,1600,400,8900,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2017,2100,400,11100,1065,47084,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2018,2500,,13300,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2019,2600,,13200,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2020,2500,,12800,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2021,2300,,12200,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2022,2500,,12500,406,45114,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2023,2500,,12400,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2010,1200,1000,13900,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2011,1200,1000,13700,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2012,1200,1000,13400,4014,554230,121084
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2013,1600,700,12100,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2014,1500,700,11500,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2015,1500,700,11700,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2016,1500,600,12700,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2017,1600,600,12600,5959,599573,131772
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2018,1300,400,12200,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2019,1400,400,12100,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2020,1300,400,11800,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2021,1200,400,11200,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2022,1300,400,11500,2603,669744,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2023,1300,400,11300,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2010,3600,5600,45000,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2011,3400,5600,44000,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2012,3500,5500,43000,20570,218163,378325
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2013,2400,4900,40500,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2014,2200,4900,38500,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2015,2200,4800,39000,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2016,2200,4900,42500,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2017,2700,5200,42000,22794,282668,225034
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2018,2600,5700,42500,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2019,2700,5700,42000,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2020,2600,5600,40500,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2021,2400,5700,38500,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2022,2600,5800,40000,11481,244365,103255
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2023,2600,5700,39000,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2010,3600,1300,8600,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2011,3400,1300,8400,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2012,3500,1300,8300,119,118,11
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2013,4400,1200,10500,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2014,4000,1200,10000,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2015,4000,1200,10200,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2016,5000,1200,11100,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2017,5400,1200,10900,187,491,44
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2018,5300,600,10000,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2019,5300,600,9900,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2020,5300,600,9600,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2021,4800,600,9200,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2022,5200,600,9400,,60,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2023,5200,600,9300,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2010,1500,9400,28500,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2011,1400,9400,28500,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2012,1500,9400,27500,2941,29567,121
MINNESOTA,CARVER,27019,CENTRAL,50,2013,1500,8000,23000,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2014,1400,8000,21500,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2015,1400,7800,22000,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2016,1400,7800,24500,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2017,1800,7800,23500,4157,9908,94
MINNESOTA,CARVER,27019,CENTRAL,50,2018,2100,7500,22000,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2019,2100,7400,22000,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2020,2100,7300,21500,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2021,1900,7500,20500,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2022,2000,7500,21000,3345,25743,43
MINNESOTA,CARVER,27019,CENTRAL,50,2023,2000,7500,20500,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2010,11700,1200,26000,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2011,11100,1200,26000,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2012,11200,1200,25500,,98,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2013,9000,1100,27500,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2014,8200,1100,26500,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2015,8200,1100,25000,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2016,8400,1000,23500,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2017,9300,700,22500,512,137,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2018,9300,400,21000,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2019,9500,400,20500,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2020,9300,400,20000,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2021,8600,400,19100,,,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2022,9200,400,19800,84,222,
MINNESOTA,CASS,27021,NORTH CENTRAL,20,2023,9200,400,19400,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2010,,,9000,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2011,,,8800,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2012,,,17300,3710,50200,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2013,,,26000,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2014,,,25000,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2015,,,25000,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2016,,,27500,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2017,,,27000,5556,54121,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2018,,,22500,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2019,,,22500,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2020,,,22000,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2021,,,21000,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2022,,,21500,1024,61623,109546
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2023,,,21000,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2010,2500,2200,10700,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2011,2300,2200,10500,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2012,2400,2200,10300,458,563,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2013,2600,1700,10100,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2014,2400,1700,9600,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2015,2400,1700,9700,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2016,2400,1700,10600,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2017,2600,1700,10600,538,1056,138
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2018,2400,1700,10100,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2019,2400,1700,9900,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2020,2400,1700,9700,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2021,2200,1700,9200,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2022,2400,1800,9500,592,484,93
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2023,2400,1700,9300,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2010,4700,1800,16000,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2011,4500,1800,15700,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2012,4500,1800,15400,1219,32825,
MINNESOTA,CLAY,27027,NORTHWEST,10,2013,4400,700,10500,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2014,3900,700,10000,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2015,3900,700,10200,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2016,4000,700,11100,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2017,4300,900,11000,997,22530,
MINNESOTA,CLAY,27027,NORTHWEST,10,2018,4000,1000,10000,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2019,4100,1000,9900,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2020,4000,1000,9600,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2021,3700,1000,9200,,,
MINNESOTA,CLAY,27027,NORTHWEST,10,2022,4000,1100,9400,375,13515,
MINNESOTA,CLAY,27027,NORTHWEST,10,2023,4000,1000,9300,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2010,8700,1000,19700,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2011,8300,1000,19400,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2012,8400,900,19000,,,17
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2013,8900,1000,18400,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2014,8100,1000,17500,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2015,8100,1000,17800,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2016,8100,900,19400,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2017,8900,600,19100,,,74
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2018,8900,300,16500,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2019,9000,300,16300,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2020,8900,300,15900,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2021,8100,300,15100,,,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2022,8800,300,15600,,538,
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2023,8800,300,15300,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2011,,,,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2012,,,,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2013,,,,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2014,,,,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2015,,,,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2016,,,,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2017,,,,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2018,,,100,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2019,,,100,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2020,,,100,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2021,,,100,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2022,,,100,,,
MINNESOTA,COOK,27031,NORTHEAST,30,2023,,,100,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2010,2700,1200,29500,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2011,2600,1200,29500,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2012,2600,1200,28500,15004,235636,224209
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2013,3300,800,24500,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2014,3000,800,23500,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2015,3000,800,25500,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2016,3000,800,29000,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2017,3200,800,30000,22367,356536,86045
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2018,2500,600,32500,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2019,2600,600,32000,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2020,2500,600,31000,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2021,2300,600,29500,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2022,2500,600,30500,10945,341754,126710
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2023,2500,600,30000,,,
MINNESOTA,CROW WING,27035,EAST CENTRAL,60,2010,5500,700,11000,,,
MINNESOTA,CROW WING,27035,EAST CENTRAL,60,2011,5200,700,10800,,,
MINNESOTA,CROW WING,27035,EAST CENTRAL,60,2012,5300,700,10600,1399,307,81
MINNESOTA,CROW WING,27035,EAST CENTRAL,60,2013,4500,900,9900,,,
