State,County,ANSI,Ag District,Ag District Code,Year,Total Class 2a Tillable Acres,Total Estimated Value,Estimated Value Per Acre
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2013,808198,1730252800,2140
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2014,808084,2075110200,2567
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2015,811291,2102075900,2591
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2016,810191,1827799600,2256
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2017,809918,1686620600,2082
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2018,809129,1627596200,2011
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2019,808915,1697338900,2098
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2020,808595,1696153200,2097
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2021,808512,1695481000,2097
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2022,808206,1975022800,2443
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2023,807986,2438044400,3017
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2010,389898,1815448167,4656
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2011,389766,1935767904,4966
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2012,389651,2422233668,6216
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2013,389904,3390573883,8695
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2014,389826,3537685703,9075
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2015,385784,3146564070,8156
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2016,384365,2875907136,7482
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2017,384288,2797561248,7279
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2018,383809,2865613900,7466
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2019,383393,2720040269,7094
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2020,382663,2888290300,7547
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2021,380248,2816019969,7405
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2022,379628,3029464000,7980
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2023,379257,4418782800,11651
MINNESOTA,MCLEOD,27085,CENTRAL,50,2010,230514,1069327691,4638
MINNESOTA,MCLEOD,27085,CENTRAL,50,2011,230322,1068433048,4638
MINNESOTA,MCLEOD,27085,CENTRAL,50,2012,229774,1168631605,5086
MINNESOTA,MCLEOD,27085,CENTRAL,50,2013,229736,1463978400,6372
MINNESOTA,MCLEOD,27085,CENTRAL,50,2014,229780,1700167726,7399
MINNESOTA,MCLEOD,27085,CENTRAL,50,2015,229494,1772254699,7722
MINNESOTA,MCLEOD,27085,CENTRAL,50,2016,228944,1548210016,6762
MINNESOTA,MCLEOD,27085,CENTRAL,50,2017,228613,1393939915,6097
MINNESOTA,MCLEOD,27085,CENTRAL,50,2018,228107,1226183300,5375
MINNESOTA,MCLEOD,27085,CENTRAL,50,2019,227941,1315400305,5770
MINNESOTA,MCLEOD,27085,CENTRAL,50,2020,227720,1314256700,5771
MINNESOTA,MCLEOD,27085,CENTRAL,50,2021,227507,1312906331,5770
MINNESOTA,MCLEOD,27085,CENTRAL,50,2022,226806,1486183700,6552
MINNESOTA,MCLEOD,27085,CENTRAL,50,2023,226631,1949481500,8602
MINNESOTA,MEEKER,27093,CENTRAL,50,2010,268704,885787160,3296
MINNESOTA,MEEKER,27093,CENTRAL,50,2011,269623,965643402,3581
MINNESOTA,MEEKER,27093,CENTRAL,50,2012,269620,1088462244,4037
MINNESOTA,MEEKER,27093,CENTRAL,50,2013,269441,1337233852,4962
MINNESOTA,MEEKER,27093,CENTRAL,50,2014,269099,1459508617,5423
MINNESOTA,MEEKER,27093,CENTRAL,50,2015,268276,1463042664,5453
MINNESOTA,MEEKER,27093,CENTRAL,50,2016,267891,1420096106,5301
MINNESOTA,MEEKER,27093,CENTRAL,50,2017,266862,1425859600,5343
MINNESOTA,MEEKER,27093,CENTRAL,50,2018,266854,1417112400,5310
MINNESOTA,MEEKER,27093,CENTRAL,50,2019,266697,1363943800,5114
MINNESOTA,MEEKER,27093,CENTRAL,50,2020,266478,1363257300,5115
MINNESOTA,MEEKER,27093,CENTRAL,50,2021,266102,1361530500,5116
MINNESOTA,MEEKER,27093,CENTRAL,50,2022,265040,1533780600,5786
MINNESOTA,MEEKER,27093,CENTRAL,50,2023,264337,2120094100,8020
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2010,67771,129993200,1918
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2011,69381,146996700,2118
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2012,67839,150002000,2211
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2013,67139,155126200,2310
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2014,66929,176209100,2632
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2015,66931,176398400,2635
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2016,67485,149983300,2222
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2017,68809,153163100,2225
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2018,69082,153878000,2227
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2019,68959,154062000,2234
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2020,68861,176879100,2568
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2021,68973,178295200,2584
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2022,68666,206847900,3012
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2023,67997,238576000,3508
MINNESOTA,MORRISON,27097,CENTRAL,50,2010,215222,557728200,2591
MINNESOTA,MORRISON,27097,CENTRAL,50,2011,215124,555428100,2581
MINNESOTA,MORRISON,27097,CENTRAL,50,2012,215703,568208800,2634
MINNESOTA,MORRISON,27097,CENTRAL,50,2013,216284,589449100,2725
MINNESOTA,MORRISON,27097,CENTRAL,50,2014,217028,602161200,2774
MINNESOTA,MORRISON,27097,CENTRAL,50,2015,217030,620534400,2859
MINNESOTA,MORRISON,27097,CENTRAL,50,2016,216952,618363500,2850
MINNESOTA,MORRISON,27097,CENTRAL,50,2017,217328,649410500,2988
MINNESOTA,MORRISON,27097,CENTRAL,50,2018,217509,650252400,2989
MINNESOTA,MORRISON,27097,CENTRAL,50,2019,217547,648205300,2979
MINNESOTA,MORRISON,27097,CENTRAL,50,2020,217382,658104000,3027
MINNESOTA,MORRISON,27097,CENTRAL,50,2021,217383,680671200,3131
MINNESOTA,MORRISON,27097,CENTRAL,50,2022,217481,766847300,3526
MINNESOTA,MORRISON,27097,CENTRAL,50,2023,218100,1005116300,4608
MINNESOTA,MOWER,27099,SOUTHEAST,90,2010,382011,1582753100,4143
MINNESOTA,MOWER,27099,SOUTHEAST,90,2011,381757,1664869600,4361
MINNESOTA,MOWER,27099,SOUTHEAST,90,2012,381914,2026444500,5306
MINNESOTA,MOWER,27099,SOUTHEAST,90,2013,381799,2941446500,7704
MINNESOTA,MOWER,27099,SOUTHEAST,90,2014,381898,3009307900,7879
MINNESOTA,MOWER,27099,SOUTHEAST,90,2015,381516,2795062900,7326
MINNESOTA,MOWER,27099,SOUTHEAST,90,2016,380826,2707475500,7109
MINNESOTA,MOWER,27099,SOUTHEAST,90,2017,379879,2480800400,6530
MINNESOTA,MOWER,27099,SOUTHEAST,90,2018,378515,2472319200,6531
MINNESOTA,MOWER,27099,SOUTHEAST,90,2019,378008,2469027300,6531
MINNESOTA,MOWER,27099,SOUTHEAST,90,2020,377323,2574086000,6821
MINNESOTA,MOWER,27099,SOUTHEAST,90,2021,376874,2571069000,6822
MINNESOTA,MOWER,27099,SOUTHEAST,90,2022,376677,2904418100,7710
MINNESOTA,MOWER,27099,SOUTHEAST,90,2023,376418,4215905900,11200
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2010,387366,1385471785,3576
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2011,386966,1548899133,4002
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2012,386585,1900147316,4915
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2013,386736,2844994352,7356
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2014,386477,3392584783,8778
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2015,385829,2539666096,6582
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2016,385385,2536157038,6580
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2017,387499,2554695400,6592
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2018,386591,2549478200,6594
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2019,386312,2548278600,6596
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2020,385761,2546428800,6601
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2021,385319,2543628300,6601
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2022,373465,2855857000,7646
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2023,373068,4057697500,10876
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2010,214331,962622800,4491
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2011,213435,1119941800,5247
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2012,213426,1386177200,6494
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2013,212997,1765449100,8288
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2014,211819,2035316700,9608
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2015,212183,1877834400,8850
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2016,211860,1876121200,8855
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2017,211521,1683472300,7958
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2018,212832,1686596300,7924
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2019,211768,1679376400,7930
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2020,211514,1401272300,6624
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2021,211169,1565368100,7412
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2022,210444,1924382600,9144
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2023,210203,2341874300,11141
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2010,399224,1583652991,3966
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2011,398996,1854198201,4647
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2012,398824,2343851618,5876
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2013,398776,3190535813,8000
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2014,398551,3507201339,8799
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2015,397968,3176691731,7982
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2016,397433,3014059925,7583
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2017,398945,3028147052,7590
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2018,398763,3016563400,7564
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2019,398700,3016017188,7564
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2020,398138,3010702400,7561
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2021,397169,3003945343,7563
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2022,396919,3224509800,8123
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2023,396632,4753225400,11983
MINNESOTA,NORMAN,27107,NORTHWEST,10,2010,461540,831731922,1802
MINNESOTA,NORMAN,27107,NORTHWEST,10,2011,460169,944045210,2051
MINNESOTA,NORMAN,27107,NORTHWEST,10,2012,459952,1097671751,2386
MINNESOTA,NORMAN,27107,NORTHWEST,10,2013,459331,1288666500,2805
MINNESOTA,NORMAN,27107,NORTHWEST,10,2014,459104,1691220900,3683
MINNESOTA,NORMAN,27107,NORTHWEST,10,2015,458693,1585761300,3457
MINNESOTA,NORMAN,27107,NORTHWEST,10,2016,458533,1463722300,3192
MINNESOTA,NORMAN,27107,NORTHWEST,10,2017,458396,1451524100,3166
MINNESOTA,NORMAN,27107,NORTHWEST,10,2018,456484,1437846200,3149
MINNESOTA,NORMAN,27107,NORTHWEST,10,2019,456348,1481040500,3245
MINNESOTA,NORMAN,27107,NORTHWEST,10,2020,455395,1479240700,3248
MINNESOTA,NORMAN,27107,NORTHWEST,10,2021,455448,1483938900,3258
MINNESOTA,NORMAN,27107,NORTHWEST,10,2022,454920,1785023800,3923
MINNESOTA,NORMAN,27107,NORTHWEST,10,2023,454530,2206303700,4854
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2010,230956,958575698,4150
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2011,230831,952009815,4124
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2012,230582,1059336587,4594
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2013,230113,1381845200,6005
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2014,230052,1478764900,6427
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2015,229520,1544290300,6728
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2016,229241,1549979900,6761
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2017,228663,1488405400,6509
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2018,228825,1488110800,6503
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2019,228505,1486670500,6506
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2020,228106,1486618100,6517
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2021,227228,1482806700,6525
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2022,226964,1781846800,7850
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2023,226509,2217257000,9788
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2010,533221,969834995,1818
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2011,534925,972376435,1817
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2012,535100,993896422,1857
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2013,537356,1299245636,2417
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2014,539430,1535155458,2845
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2015,540358,1559813630,2886
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2016,540840,1495834538,2765
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2017,541674,1525994323,2817
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2018,544548,1531281300,2812
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2019,543713,1525268151,2805
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2020,544466,1545197100,2838
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2021,572220,1620005399,2831
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2022,570611,2064661300,3618
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2023,568857,2242409900,3941
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2010,292880,249562642,852
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2011,293611,250193255,852
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2012,294113,312961740,1064
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2013,294213,371862998,1263
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2014,294492,483710139,1642
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2015,296502,583540746,1968
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2016,296915,584289762,1967
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2017,296219,582938559,1967
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2018,296229,584446200,1972
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2019,296239,584056304,1971
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2020,296201,537286600,1813
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2021,296342,537581388,1814
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2022,295962,629410600,2126
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2023,295944,704691800,2381
MINNESOTA,PINE,27115,EAST CENTRAL,60,2010,110150,182991775,1661
MINNESOTA,PINE,27115,EAST CENTRAL,60,2011,109183,170548917,1562
MINNESOTA,PINE,27115,EAST CENTRAL,60,2012,108989,162367968,1489
MINNESOTA,PINE,27115,EAST CENTRAL,60,2013,109083,165831445,1520
MINNESOTA,PINE,27115,EAST CENTRAL,60,2014,109189,189807907,1738
MINNESOTA,PINE,27115,EAST CENTRAL,60,2015,108681,186231129,1713
MINNESOTA,PINE,27115,EAST CENTRAL,60,2016,106852,172610388,1615
MINNESOTA,PINE,27115,EAST CENTRAL,60,2017,105433,166025951,1574
MINNESOTA,PINE,27115,EAST CENTRAL,60,2018,104270,162655700,1559
MINNESOTA,PINE,27115,EAST CENTRAL,60,2019,102830,157387643,1530
MINNESOTA,PINE,27115,EAST CENTRAL,60,2020,101672,161375600,1587
MINNESOTA,PINE,27115,EAST CENTRAL,60,2021,100613,159024182,1580
MINNESOTA,PINE,27115,EAST CENTRAL,60,2022,99229,188690000,1901
MINNESOTA,PINE,27115,EAST CENTRAL,60,2023,98238,238223600,2424
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2010,233019,813253072,3490
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2011,232953,894532052,3839
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2012,232741,1090877664,4687
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2013,232808,1527808864,6562
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2014,232870,1834248301,7876
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2015,232823,1746260504,7500
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2016,232680,1561511600,6710
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2017,232554,1560826000,6711
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2018,232375,1426792900,6140
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2019,232565,1505500200,6473
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2020,232571,1468952400,6316
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2021,232443,1506300900,6480
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2022,232251,1733562800,7464
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2023,232035,2396725300,10329
MINNESOTA,POLK,27119,NORTHWEST,10,2010,948529,1569138000,1654
MINNESOTA,POLK,27119,NORTHWEST,10,2011,947633,1645941200,1736
MINNESOTA,POLK,27119,NORTHWEST,10,2012,947815,2018118200,2129
MINNESOTA,POLK,27119,NORTHWEST,10,2013,943682,2417533500,2561
MINNESOTA,POLK,27119,NORTHWEST,10,2014,943603,3302019600,3499
MINNESOTA,POLK,27119,NORTHWEST,10,2015,943873,3535460100,3745
MINNESOTA,POLK,27119,NORTHWEST,10,2016,944529,3369833000,3567
MINNESOTA,POLK,27119,NORTHWEST,10,2017,944584,3278021900,3470
MINNESOTA,POLK,27119,NORTHWEST,10,2018,944657,3104378800,3286
MINNESOTA,POLK,27119,NORTHWEST,10,2019,944641,3115346500,3297
MINNESOTA,POLK,27119,NORTHWEST,10,2020,944767,3185202700,3371
MINNESOTA,POLK,27119,NORTHWEST,10,2021,944659,3200776200,3388
MINNESOTA,POLK,27119,NORTHWEST,10,2022,944330,3290149600,3484
MINNESOTA,POLK,27119,NORTHWEST,10,2023,943859,3956432500,4191
MINNESOTA,POPE,27121,WEST CENTRAL,40,2010,267875,655642000,2447
MINNESOTA,POPE,27121,WEST CENTRAL,40,2011,267226,645902500,2417
MINNESOTA,POPE,27121,WEST CENTRAL,40,2012,266801,731779900,2742
MINNESOTA,POPE,27121,WEST CENTRAL,40,2013,265033,969078700,3656
MINNESOTA,POPE,27121,WEST CENTRAL,40,2014,265158,1111572300,4192
MINNESOTA,POPE,27121,WEST CENTRAL,40,2015,265003,1156464800,4363
MINNESOTA,POPE,27121,WEST CENTRAL,40,2016,264907,1157834000,4370
MINNESOTA,POPE,27121,WEST CENTRAL,40,2017,264829,1095644400,4137
MINNESOTA,POPE,27121,WEST CENTRAL,40,2018,264662,1040203500,3930
MINNESOTA,POPE,27121,WEST CENTRAL,40,2019,264089,1027498800,3890
MINNESOTA,POPE,27121,WEST CENTRAL,40,2020,261583,1095796300,4189
MINNESOTA,POPE,27121,WEST CENTRAL,40,2021,251127,1043633600,4155
MINNESOTA,POPE,27121,WEST CENTRAL,40,2022,250059,1170293600,4680
MINNESOTA,POPE,27121,WEST CENTRAL,40,2023,247612,1410196700,5695
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2010,165,13723700,83173
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2011,160,12283600,76772
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2012,175,11020500,62974
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2013,175,11015900,62948
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2014,173,10866600,62812
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2015,173,10623900,61409
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2016,173,10794500,62395
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2017,176,10802700,61378
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2018,158,9780200,61900
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2019,158,9780200,61900
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2020,115,7555900,65703
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2021,135,8709300,64513
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2022,163,12363300,75848
MINNESOTA,RAMSEY,27123,EAST CENTRAL,60,2023,152,11821300,77771
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2010,218950,194750006,889
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2011,218948,198772548,907
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2012,218761,222344198,1016
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2013,218764,266834049,1219
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2014,218748,346842296,1585
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2015,218714,398754399,1823
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2016,218642,414640441,1896
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2017,218363,398276000,1823
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2018,218153,378274700,1733
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2019,212994,378333400,1776
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2020,213399,417273100,1955
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2021,213477,417415600,1955
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2022,210888,453733500,2151
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2023,210890,527819100,2502
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2010,473130,1934704300,4089
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2011,472658,2243249900,4746
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2012,472824,2763848100,5845
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2013,472096,3953973400,8375
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2014,471762,4270439800,9052
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2015,471156,3866582200,8206
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2016,471174,3416447900,7250
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2017,470748,3257501200,6919
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2018,470521,3169232600,6735
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2019,470032,3166515000,6736
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2020,468865,3137015400,6690
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2021,467514,3129628600,6694
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2022,466092,3652212600,7835
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2023,465755,5730811300,12304
MINNESOTA,RENVILLE,27129,CENTRAL,50,2010,531713,2394962900,4504
MINNESOTA,RENVILLE,27129,CENTRAL,50,2011,531189,2632407700,4955
MINNESOTA,RENVILLE,27129,CENTRAL,50,2012,530844,3280803000,6180
MINNESOTA,RENVILLE,27129,CENTRAL,50,2013,530504,4754711800,8962
MINNESOTA,RENVILLE,27129,CENTRAL,50,2014,530217,5227324100,9858
MINNESOTA,RENVILLE,27129,CENTRAL,50,2015,529746,4438205300,8377
MINNESOTA,RENVILLE,27129,CENTRAL,50,2016,529766,4217532200,7961
MINNESOTA,RENVILLE,27129,CENTRAL,50,2017,529634,3907326200,7377
MINNESOTA,RENVILLE,27129,CENTRAL,50,2018,529434,3611997900,6822
MINNESOTA,RENVILLE,27129,CENTRAL,50,2019,528780,3608202700,6823
MINNESOTA,RENVILLE,27129,CENTRAL,50,2020,528089,3512621600,6651
MINNESOTA,RENVILLE,27129,CENTRAL,50,2021,526420,3501685100,6651
MINNESOTA,RENVILLE,27129,CENTRAL,50,2022,525976,4202286800,7989
MINNESOTA,RENVILLE,27129,CENTRAL,50,2023,525511,6074735900,11559
MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2010,204089,1077091100,5277
